provider,model,temperature,image,base_command,addition,transcribe_text,raw_score,corrected_score,raw_change_count,corrected_change_count,delta_time_in_s,certainty,student_handwriting_percent
google,gemini-2.0-flash-exp,1,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.202816907514465,24,4,0.004246518611907959,95,75
google,gemini-2.0-flash-exp,1,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.004249521493911743,95,70
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0025866172313690184,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.001988450288772583,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.004355234146118164,0.95,0.98
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0034722208976745604,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0020676605701446535,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0026892151832580567,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0022214696407318116,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.007593747854232788,0.95,0.95
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0035461833477020265,,
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0021619338989257815,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0029014344215393065,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0022495992183685304,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.004939779281616211,0.95,0.98
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0036822919845581055,,1.0
google,gemini-2.0-flash-exp,1.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002686040163040161,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.003508727788925171,,80
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0038064289093017577,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.003759415864944458,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0037294049263000488,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0036991355419158938,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.003705442190170288,,80
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.003882826089859009,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0038384737968444826,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0037285072803497315,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0038943955898284913,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0033030259609222413,,80
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0036555442810058594,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0036175355911254883,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0034421510696411133,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0038052387237548827,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.003726608991622925,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",1.293939393939394,0.6406733087048162,19,6,0.003936218500137329,95,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",1.415151515151515,1.3103929993564254,24,5,0.004887342929840088,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",1.293939393939394,1.0331866687765203,19,2,0.0037910706996917725,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,0.7535420905659448,24,6,0.004696985721588135,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.003357571840286255,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",1.293939393939394,0.6406733087048162,19,6,0.004386380672454834,95,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",1.415151515151515,1.3103929993564254,24,5,0.004788165807723999,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",1.3060606060606061,1.0410128598236583,19,2,0.0038981935977935793,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,0.7535420905659448,24,6,0.004689918041229248,95,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0034343814849853516,,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",1.293939393939394,0.6406733087048162,19,6,0.003772491216659546,95,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",1.415151515151515,1.3103929993564254,24,5,0.004491770505905151,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",1.7181818181818183,1.1187751328209072,10,3,0.004235265254974366,95,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,0.7535420905659448,24,6,0.004345386505126953,95,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2393939393939393,1.183444816081229,25,5,0.005399286985397339,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.202816907514465,24,4,0.00399474310874939,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.004580161571502686,95,70
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0030827560424804687,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0028330466747283935,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2393939393939393,1.183444816081229,25,5,0.0037172632217407227,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.202816907514465,24,4,0.003539523363113403,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.004275832176208496,95,70
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002820422410964966,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002170257091522217,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2393939393939393,1.183444816081229,25,5,0.004914416551589966,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.202816907514465,24,4,0.0038065741062164307,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.415151515151515,1.0864890137942893,24,2,0.004273077964782715,95,70
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0027469804286956788,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002109487533569336,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.00800865125656128,0.95,0.95
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0037785987854003908,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002548472166061401,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.6393939393939394,1.075969814855676,11,6,0.004990196943283081,0.9,0.95
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002809956073760986,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.0075555496215820315,0.95,0.95
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0035357382297515868,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0020196850299835207,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.621212121212121,1.1901631808255326,10,6,0.0042891807556152345,0.9,0.95
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0025667006969451902,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.009459671020507812,0.95,0.98
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0035239334106445313,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.004819221973419189,,1.0
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.621212121212121,1.069675549571114,10,8,0.006108682632446289,0.95,0.98
google,gemini-2.0-flash-exp,0.5,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0034923050403594972,,1.0
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.3394117448698512,0.1798398398077501,4,2,0.0028397789001464845,95,80
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.2270222924144663,0.02666666666666667,3,1,0.002653287887573242,95,85
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.02666666666666667,0.02666666666666667,1,1,0.0021910531520843504,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.02666666666666667,0.02666666666666667,1,1,0.001688361883163452,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.002109513998031616,,
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.3394117448698512,0.1798398398077501,4,2,0.0024392509460449217,95,85
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.2270222924144663,0.02666666666666667,3,1,0.0026680991649627684,95,85
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.02666666666666667,0.02666666666666667,1,1,0.002422114133834839,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.02666666666666667,0.02666666666666667,1,1,0.0015299537181854249,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0015663561820983888,,
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.3394117448698512,0.1798398398077501,4,2,0.0029165213108062744,95,80
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.2270222924144663,0.02666666666666667,3,1,0.002681612730026245,95,85
google,gemini-2.0-flash-exp,1,kort_leesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.02666666666666667,0.02666666666666667,1,1,0.00244047737121582,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.02666666666666667,0.02666666666666667,1,1,0.0018845946788787842,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0015179255008697509,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.02666666666666667,3,1,0.002884739637374878,0.95,0.98
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.002125462532043457,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.3394117448698512,0.3394117448698512,4,4,0.0020709500312805175,,1.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0024879624843597414,,1.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.02666666666666667,3,1,0.003081974029541016,0.95,0.98
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0023802595138549803,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0022996256351470947,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.3394117448698512,0.3394117448698512,4,4,0.0021565144062042235,,1.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.3394117448698512,0.3394117448698512,4,4,0.0023362307548522947,,1.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.02666666666666667,3,1,0.0030312252044677732,0.95,0.98
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0020235934257507326,,1.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.2270222924144663,0.2270222924144663,3,3,0.0014026114940643311,,
google,gemini-2.0-flash-exp,1.5,kort_leesbaar,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.3394117448698512,0.3394117448698512,4,4,0.002101422548294067,,1.0
